code_naf,code_rome,name,desc
38.22Z,"",Traitement et élimination des déchets dangereux,"38.22Z Traitement et élimination des déchets dangereux Cette sous-classe comprend l'élimination et le traitement avant élimination de déchets dangereux, solides ou autres, c'est-à-dire les déchets contenant des substances dangereuses pour la santé humaine et pour l'environnement, telles que des substances explosives, oxydantes, inflammables, toxiques, irritantes, nocives, cancérogènes, corrosives, infectieuses ou autres. Cette sous-classe comprend : - l'exploitation d'installations de traitement de déchets dangereux - le traitement et l'élimination d'animaux toxiques vivants ou morts et d'autres déchets contaminés - l'incinération de déchets dangereux - la destruction de biens hors d'usage (par exemple des réfrigérateurs) afin d'en éliminer les déchets nocifs - le traitement des huiles usagées de navires, de garages, des huiles et graisses de cuisson usagées, des piles usagées, etc. - le traitement, l'élimination et le stockage de déchets radioactifs nucléaires, y compris : • traitement et élimination des déchets radioactifs transitoires des hôpitaux, c'est-à-dire qui se dégraderont au cours du transport • conditionnement, préparation et autre traitement des déchets nucléaires avant leur stockage Cette sous-classe ne comprend pas : - le retraitement des combustibles nucléaires (cf. 20.13A) - l'incinération de déchets non dangereux (cf. 38.21Z) - la décontamination, le nettoyage des terres, de l'eau, la réduction des matières toxiques (cf. 39.00Z) Produits associés : 38.22.11, 38.22.19, 38.22.21, 38.22.29 38.3 RÉCUPÉRATION"
38.31Z,"",Démantèlement d'épaves,"38.31Z Démantèlement d'épaves Cette sous-classe comprend : - le démantèlement d'épaves de tout type (automobiles, navires, ordinateurs, télévisions et autres matériels) à des fins de récupération par des processus de transformation mécanique ou chimique ou d'autres processus industriels spécifiques Cette sous-classe ne comprend pas : - la destruction de biens hors d'usage (par exemple des réfrigérateurs) afin d'éliminer des déchets nocifs (cf. 38.22Z) - le démontage d'automobiles, de navires, d'ordinateurs, de télévisions et d'autres matériels à des fins de récupération de pièces pour les revendre, sans réel processus de transformation (cf. 46.77Z) Produits associés : 38.31.11, 38.31.12"
38.32Z,"",Récupération de déchets triés,"38.32.1 Récupération de matériaux triés Classification des Produits Française CPF rév. 2.1 477 Cette sous-classe comprend la transformation, généralement par un processus mécanique ou chimique, de déchets et de débris métalliques et non métalliques ou d'autres articles en matières premières secondaires. Les processus de transformation mécanique ou chimique concernés sont notamment : - le broyage, par des procédés mécaniques, d’objets métalliques tels que vieilles voitures, machines à laver hors d’usage, vieux vélos, etc. - la réduction, par des procédés mécaniques, d’objets métalliques volumineux tels que les wagons de chemin de fer - le déchirage de déchets métalliques, de véhicules en fin de vie, etc. - d’autres méthodes de traitement mécanique telles que le découpage et le pressage pour réduire le volume - la récupération de métaux à partir de déchets photographiques, tels que les bains de fixation ou les films ou papiers photographiques - la récupération du caoutchouc (par exemple sous forme de pneumatiques usagés) pour produire des matières premières secondaires - le triage et le pastillage de matières plastiques en vue d’obtenir des matières premières secondaires utilisables pour la fabrication de tubes, de pots de fleurs, de palettes, etc.< - la transformation (nettoyage, fusion, broyage) de déchets de plastique ou de caoutchouc en granulés - le broyage, le nettoyage et le triage du verre< - le broyage, le nettoyage et le triage d’autres déchets (par exemple décombres et gravats) en vue d’obtenir des matières premières secondaires - la transformation d’huiles et de graisses alimentaires usées en matières premières secondaires - la transformation d’autres déchets et résidus d’aliments, de boissons et de tabac en matières premières secondaires - les autres formes de transformation de matériaux récupérables issus du démantèlement d’épaves en matières premières secondaires Cette sous-classe comprend aussi : - le tri de matériaux récupérables par séparation et tri dans les flux de déchets non dangereux, comme les ordures ou dans les matériaux de récupération non triés, tels que papier, plastique, boîtes à boisson et métaux usagés, en vue de la récupération des déchets Cette sous-classe ne comprend pas : - la fabrication de nouveaux produits finals à partir de matières premières secondaires (issues ou non de la fabrication propre), par exemple la filature d'effilochés, la fabrication de pâte à papier à partir de déchets de papier, le rechapage de pneumatiques ou la production de métal à partir de déchets métalliques (cf. classes correspondantes de la section C) - le retraitement des combustibles nucléaires (cf. 20.13A) - la refusion de déchets et débris métalliques (cf. 24.10Z) - la récupération de matériaux au cours du processus de combustion ou d'incinération des déchets (cf. 38.2 Z) - le traitement et l'élimination des déchets non dangereux (cf. 38.21Z) - le traitement des déchets organiques, y compris la production de compost, dans le but de les éliminer (cf. 38.21Z) - la récupération d'énergie au cours du processus d'incinération des déchets non dangereux (cf. 38.21Z) - le traitement et l'élimination de déchets radioactifs (cf. 38.22Z) - le traitement et l'élimination de déchets contaminés toxiques (cf. 38.22Z) - le commerce de gros des matériaux de récupération, y compris la collecte et le tri de matériaux de récupération non triés associés à leur vente, sans réelle transformation (cf. 46.77Z) Produits associés : 38.32.11, 38.32.12, 38.32.13, 38.32.21, 38.32.22, 38.32.23, 38.32.24,"
39.00Z,"",Dépollution et autres services de gestion des déchets,"39.00.23 Autres contrôles spécialisés de la pollution CC : - autres contrôles spécialisés de la pollution, tels que le suivi, le contrôle et l'évaluation des dégâts pour les ""pluies acides"" NC : - services de conseil en environnement (74.90.13) Classification des Produits Française CPF rév. 2.1 483"
41.10A,"",Promotion immobilière de logements,41.10A Promotion immobilière de logements Cette sous-classe comprend : - la promotion immobilière de bâtiments à usage principal d'habitation - la promotion immobilière de résidences hôtelières Cette sous-classe ne comprend pas : - la promotion immobilière à objet locatif (sociétés HLM notamment) (cf. 68.20A) - l'activité des marchands de biens immobiliers (cf. 68.10Z)
41.10B,"",Promotion immobilière de bureaux,41.10B Promotion immobilière de bureaux Cette sous-classe comprend : - la promotion immobilière de bâtiments destinés à l'usage de bureaux Produits associés : 41.00.23
41.10C,"",Promotion immobilière d'autres bâtiments,"41.10C Promotion immobilière d'autres bâtiments Cette sous-classe comprend : - la promotion immobilière de tous types de bâtiments non résidentiels exceptés les bâtiments destinés à l'usage de bureaux : • bâtiments destinés à abriter des activités de production industrielle, par exemple usines, ateliers, usines d'assemblage, etc. • hôpitaux, écoles • hôtels magasins, centres commerciaux, restaurants • bâtiments aéroportuaires • salles de sport • parkings couverts et souterrains • entrepôts • bâtiments religieux Cette sous-classe ne comprend pas : - la promotion immobilière d'infrastructures hors bâtiments (cf. 42) Produits associés : 41.00.21, 41.00.22, 41.00.24, 41.00.25, 41.00.26, 41.00.27,"
41.10D,"",Supports juridiques de programmes,"41.10D Supports juridiques de programmes Cette sous-classe est destinée à isoler dans le répertoire les entités protégeant les acquéreurs en cloisonnant les programmes. Ces entités, fiscalement transparentes, se transforment souvent en copropriétés. Cette sous-classe comprend : - les sociétés civiles immobilières de construction créées par les promoteurs pour la réalisation de chacun de leurs programmes Produits associés : 41.2 CONSTRUCTION DE BÂTIMENTS RÉSIDENTIELS ET NON RÉSIDENTIELS Ce groupe comprend la construction en entier de bâtiments résidentiels ou non-résidentiels, réalisée pour compte propre en vue d'une vente ultérieure, ou pour compte de tiers. Les travaux peuvent être sous-traités pour partie ou pour la totalité. Les activités qui ne concernent que des parties spécialisées du processus de construction sont classées en division 43."
41.20A,"",Construction de maisons individuelles,41.20A Construction de maisons individuelles
41.20B,"",Construction d'autres bâtiments,"41.20B Construction d'autres bâtiments Cette sous-classe comprend : - les entreprises générales de construction ou « tous corps d'état » prenant la responsabilité globale de la construction d'un bâtiment autre qu'une maison individuelle - la construction d'immeubles à appartements, y compris tours d'habitations - la construction de bâtiments non résidentiels de tous types : • bâtiments destinés à abriter des activités de production industrielle, par exemple usines, ateliers, usines d'assemblage, etc. • hôpitaux, écoles, bureaux • hôtels, magasins, centres commerciaux, restaurants • bâtiments aéroportuaires • salles de sport couvertes • parkings couverts et souterrains • entrepôts • bâtiments religieux - l'assemblage et la construction d'ouvrages préfabriqués sur les chantiers Cette sous-classe comprend aussi : - la construction de piscines couvertes - la construction de sols sportifs pour installations sportives couvertes - le remaniement ou la rénovation de structures existantes Cette sous-classe ne comprend pas : - la mise en place du mobilier urbain, tel que cabines téléphoniques, toilettes publiques (sanisettes), abribus, etc. (cf. 43.99D) - la mise en place de mobilier pour aire de jeux (cf. 43.99D) - la fabrication du mobilier urbain (cf. section C selon le type) - la réparation du mobilier urbain (cf. 33.1) - le nettoyage du mobilier urbain (cf. 81.29.B) - les services de maîtrise d'œuvre (cf. 71.1) - la promotion immobilière de logements collectifs (cf. 41.10A), de bureaux (cf. 41.10B) et d'autres bâtiments (cf. 41.10C) Produits associés : 41.00.32, 41.00.33, 41.00.34, 41.00.41, 41.00.42, 41.00.43,"
42.11Z,"",Construction de routes et autoroutes,"42.11.20 Travaux de construction relatifs aux autoroutes, routes, rues, autres chemins pour véhicules et piétons et pistes d'aviation CC : - travaux de construction de corps de chaussées pour autoroutes, routes, rues, autres voies de communication pour véhicules ou piétons et pour parcs de stationnement à ciel ouvert - travaux de réalisation ou remise en état de revêtements de chaussées et de parcs de stationnement en liants hydrocarbonés (enrobés), béton, etc. - travaux de construction de trottoirs, de ralentisseurs, de pistes cyclables, etc. - travaux d'installation de glissières de sécurité, de murets de séparation, de panneaux de signalisation, etc. - travaux de création, entretien et balisage de chemins et sentiers - travaux d'entretien et de remise en état de routes - travaux de construction de pistes d'aviation, y compris les voies de dégagement et parkings pour avions - travaux de marquage des chaussées, parcs de stationnement et revêtements similaires NC : - travaux de construction d'autoroutes aériennes, de tunnels et de ponts (42.13.20) - travaux routiers liés à la construction de réseaux urbains ou locaux (eau, égouts, gaz, électricité, téléphone, etc.) (42.21, 42.22) - travaux de construction de lignes électriques pour voies ferrées (42.22.21)"
42.12Z,"",Construction de voies ferrées de surface et souterraines,"42.12.2 Travaux de construction relatifs aux voies ferrées de surface et souterraines Classification des Produits Française CPF rév. 2.1 493 - la réalisation de travaux souterrains de tous types, y compris les opérations annexes de consolidation des sols et de soutènement Cette sous-classe ne comprend pas : - les travaux de terrassement préalables pour la construction de voies ferrées (cf. 43.12B) - l'installation d'appareils d'éclairage et de signaux électriques (cf. 43.21B) - les activités d'architecture et d'ingénierie (cf. 71.1) - les services de maîtrise d'œuvre (cf. 71.1) - le creusement de tunnels ferroviaires (cf. 42.13B) - la construction de lignes d'alimentation pour voies ferrées, y compris caténaires (cf. 42.22Z) Produits associés : 42.12.10, 42.12.20"
42.13A,"",Construction d'ouvrages d'art,"42.13A Construction d'ouvrages d'art Cette sous-classe comprend : - la construction de ponts routiers, y compris ceux destinés à supporter des routes surélevées, de ponts ferroviaires et autres Cette sous-classe ne comprend pas : - l'installation d'appareils d'éclairage et de signaux électriques (cf. 43.21B) - les activités d'architecture et d'ingénierie (cf. 71.1) - les services de maîtrise d'œuvre (cf. 71.1) Produits associés : 42.13.10p, 42.13.20p"
42.13B,"",Construction et entretien de tunnels,"42.13B Construction et entretien de tunnels Cette sous-classe comprend : - la construction de tunnels routiers, ferroviaires et autres Cette sous-classe ne comprend pas : - l'installation d'appareils d'éclairage et de signaux électriques (cf. 43.21B) - les activités d'architecture et d'ingénierie (cf. 71.1) - les services de maîtrise d'œuvre (cf. 71.1) Produits associés : 42.13.10p, 42.13.20p 42.2 CONSTRUCTION DE RÉSEAUX ET DE LIGNES"
42.21Z,"",Construction de réseaux pour fluides,"42.21Z Construction de réseaux pour fluides Cette sous-classe comprend la construction de lignes de distribution pour le transport de fluides et des bâtiments et structures faisant partie intégrante de ces systèmes. Cette sous-classe comprend : - la construction d'ouvrages de génie civil pour : • conduites couvrant de longues distances et urbaines • conduites et canalisations d'eau • systèmes d'irrigation (canaux) • réservoirs - la construction de : • réseaux d'assainissement, y compris leur réparation • stations d'épuration • stations de pompage Cette sous-classe comprend aussi : - le forage de puits d'eau - l'installation de fosses septiques Cette sous-classe ne comprend pas : - les services de maîtrise d'œuvre sur ouvrages de génie civil (cf. 71.1)"
42.22Z,"",Construction de réseaux électriques et de télécommunications,"42.22Z Construction de réseaux électriques et de télécommunications Cette sous-classe comprend la construction de lignes de distribution pour l'électricité et les télécommunications et des bâtiments et structures faisant partie intégrante de ces systèmes, y compris les centrales électriques de tous types. Cette sous-classe comprend : - la construction de lignes de transport d'énergie électrique à longue distance et urbaines, aériennes ou souterraines - la construction de lignes de communication à longue distance et urbaines, aériennes ou souterraines - la construction de lignes d'alimentation pour voies ferrées, yc caténaires - la construction de centrales électriques de tous types (nucléaires, thermiques classiques, hydrauliques, etc.) Cette sous-classe comprend aussi : - la pose de câbles sous-marins Cette sous-classe ne comprend pas : - les services de maîtrise d'œuvre sur ouvrages de génie civil (cf. 71.1) - les travaux d'installation électrique dans le bâtiment (cf. 43.21A) - l'installation d'appareils d'éclairage de rue et de signaux électriques (cf. 43.21B) Produits associés : 42.22.11, 42.22.12, 42.22.13, 42.22.21, 42.22.22, 42.22.23 121212121212"
42.91Z,"",Construction d'ouvrages maritimes et fluviaux,"42.91.20 Travaux de construction d'ouvrages côtiers et portuaires, barrages, écluses et autres structures hydromécaniques CC : - travaux de construction de ports et d'ouvrages fluviaux, de ports de plaisance (marinas), de quais, de jetées, de môles, de docks et d'installations portuaires similaires, y compris leur réparation - travaux de construction de barrages et de digues, y compris leur réparation - travaux de construction et de réparation d'écluses, d'ouvrages de crues, d'ascenseurs pour bateaux, de cales de radoub, de cales de construction, de barrages et d'autres ouvrages hydromécaniques - travaux de dragage, d'enlèvement de roches et de vase et les autres travaux de construction réalisés dans l'eau - travaux sous-marins (par scaphandriers, plongeurs ou autres techniques) ainsi que divers travaux de génie hydraulique - travaux de construction et de réparation d'autres ouvrages maritimes et fluviaux et la réparation de tous les ouvrages susmentionnés NC : - pose de câbles sous-marins (42.22.21) - travaux de construction de centrales électriques (42.22.23) - travaux de battage de pieux (43.99.30)"
42.99Z,"",Construction d'autres ouvrages de génie civil n.c.a.,"42.99.29 Travaux de construction relatifs aux ouvrages de génie civil n.c.a. CC : - lotissement et amélioration de terrains (parcelles), y compris préparation du raccordement aux voies d'accès, aux réseaux de communication et/ou toute amélioration foncière préalable similaire - travaux de construction d'autres ouvrages de génie civil n.c.a. Classification des Produits Française CPF rév. 2.1 501"
43.11Z,"",Travaux de démolition,43.11Z Travaux de démolition Cette sous-classe comprend : - la démolition d'immeubles et d'autres constructions - les travaux de démolition d'ouvrages de génie civil y compris les chaussées Produits associés : 43.11.10
43.12A,"",Travaux de terrassement courants et travaux préparatoires,"43.12A Travaux de terrassement courants et travaux préparatoires Cette sous-classe comprend : - débroussaillage, remblayage - le déblayage des chantiers - les travaux de dérochement, destruction à l'explosif, etc. - les travaux courants de creusement de tranchées - l'exécution des forages horizontaux pour le passage des câbles et des canalisations (VRD, canalisations urbaines, etc.) - les travaux courants de terrassement : creusement, comblement, nivellement de chantiers de construction Cette sous-classe comprend aussi : - le drainage des chantiers de construction - le drainage des terrains agricoles et sylvicoles Produits associés : 43.12.11, 43.12.12p"
43.12B,"",Travaux de terrassement spécialisés ou de grande masse,43.12B Travaux de terrassement spécialisés ou de grande masse
43.13Z,"",Forages et sondages,"43.13Z Forages et sondages Cette sous-classe comprend : - les sondages d'essai, les forages d'essai et les carottages pour la construction ainsi que pour les études géophysiques, géologiques et similaires Cette sous-classe ne comprend pas : - le forage de puits d'extraction de pétrole ou de gaz (cf. 06.10Z et 06.20Z) - les services de soutien aux sondages et forages d'essai liés aux activités minières (cf. 09.90Z) - le forage de puits d'eau (cf. 42.21Z) - le fonçage de puits (cf. 43.99D) - la prospection de pétrole et de gaz, les études géophysiques, géologiques et sismiques (cf. 71.12B) Produits associés : 43.13.10 43.2 TRAVAUX D'INSTALLATION ÉLECTRIQUE, PLOMBERIE ET AUTRES TRAVAUX D'INSTALLATION Ce groupe comprend l'installation de toutes sortes de commodités qui rendent la construction fonctionnelle, y compris l'installation de systèmes électriques, les travaux de plomberie (installations d'eau, de gaz et des eaux usées), de systèmes de chauffage et de conditionnement d'air, d'ascenseurs et d'escaliers mécaniques, etc."
43.21A,"",Travaux d'installation électrique dans tous locaux,"43.21A Travaux d'installation électrique dans tous locaux Cette sous-classe comprend : - l'installation de : • câbles et appareils électriques • câbles de télécommunications • câblage de réseau informatique et de télévision par câble, y compris les fibres optiques • paraboles • systèmes d'éclairage - le montage des antennes d'immeubles - l'installation des systèmes d'alimentation de secours (groupes électrogènes) • systèmes d'alarme incendie • systèmes d'alarme contre les effractions - l'installation de systèmes électriques de paiement pour parking"
43.21B,"",Travaux d'installation électrique sur la voie publique,43.21B Travaux d'installation électrique sur la voie publique Cette sous-classe comprend : - l'installation d' : • appareils d'éclairage de rue et signaux électriques • éclairage des pistes d'atterrissage Cette sous-classe ne comprend pas : - la construction de lignes de communication et de transport d'énergie électrique (cf. 42.22Z) Produits associés : 43.21.10p
43.22A,"",Travaux d'installation d'eau et de gaz en tous locaux,"43.22A Travaux d'installation d'eau et de gaz en tous locaux Cette sous-classe comprend : - l'installation dans des bâtiments ou d'autres projets de construction des éléments suivants : • réseaux de distribution d'eau et de gaz • plomberie et appareils sanitaires • installations d'extinction automatique d'incendie - l'installation de réseaux sous pression de lutte contre le feu (y compris robinets d'incendie armés) - l'installation de systèmes d'arrosage automatique des pelouses - l'installation de conduits Cette sous-classe ne comprend pas : - le traitement de l'eau des piscines collectives avec ou sans entretien des conduites (cf. 37.00Z) Produits associés : 43.22.11, 43.22.20"
43.22B,"",Travaux d'installation d'équipements thermiques et de climatisation,"43.22B Travaux d'installation d'équipements thermiques et de climatisation Cette sous-classe comprend : - l'installation dans des bâtiments ou d'autres projets de construction des éléments suivants : • systèmes de chauffage (à l'électricité, au gaz et au mazout) • chaudières, tours de refroidissement • capteurs d'énergie solaire non électriques • matériel et conduites de ventilation et de climatisation • conduites de distribution de vapeur Cette sous-classe ne comprend pas : - l'installation de chauffage électrique par plinthe chauffante (cf. 43.21A) Produits associés : 43.22.12"
43.29A,"",Travaux d'isolation,"43.29A Travaux d'isolation Cette sous-classe comprend : - les travaux d'isolation thermique, acoustique et antivibrations Produits associés : 43.29.11"
43.29B,"",Autres travaux d'installation n.c.a.,"43.29B Autres travaux d'installation n.c.a. Cette sous-classe comprend : - l'installation dans des bâtiments ou d'autres projets de construction des éléments suivants : • ascenseurs, escaliers mécaniques, monte-charges, y compris réparation et entretien • portes automatiques et tambours • paratonnerres • aspirateurs Cette sous-classe comprend aussi : - la réparation des ascenseurs, escaliers mécaniques et trottoirs roulants - l'installation de stores et bannes - la pose de clôtures et de grillages - l'installation d'enseignes lumineuses ou non Cette sous-classe ne comprend pas : - l'installation d'équipements industriels (cf. 33.20A, 33.20B, 33.20C, 33.20D) Produits associés : 43.29.12, 43.29.19 43.3 TRAVAUX DE FINITION"
43.31Z,"",Travaux de plâtrerie,"43.31Z Travaux de plâtrerie Cette sous-classe comprend : - la mise en œuvre dans des bâtiments ou d'autres projets de construction de plâtre, de staff ou de stuc pour enduits intérieurs et extérieurs, y compris les matériaux de lattage associés Cette sous-classe comprend aussi : - le montage de cloisons sèches à base de plâtre - la pose de plaques de plâtre Produits associés : 43.31.10"
43.32A,"",Travaux de menuiserie bois et PVC,"43.32A Travaux de menuiserie bois et PVC Cette sous-classe comprend : - le montage de menuiseries extérieures en bois ou en matières plastiques - le montage de menuiseries intérieures en bois ou en matières plastiques, la réalisation de placards, etc. - le montage de fermetures de bâtiment en bois ou en matières plastiques : volets, portes de garage, etc. - le montage de portails en bois ou en matières plastiques - la mise en place de cuisines intégrées ou par éléments, de placards, d'escaliers d'intérieur en bois ou en matières plastiques Cette sous-classe comprend aussi : - le montage de cloisons sèches en bois ou en matières plastiques"
43.32B,"",Travaux de menuiserie métallique et serrurerie,"43.32B Travaux de menuiserie métallique et serrurerie Cette sous-classe comprend : - le blindage de portes extérieures et l'installation de portes blindées - le montage de portes coupe-feux - le montage de faux-plafonds sur structures métalliques, de cloisons mobiles, etc. - le montage des fermetures de bâtiments métalliques : persiennes, volets, portes de garages, etc. - l'installation d'escaliers d'intérieur métalliques Cette sous-classe comprend aussi : - le montage de serres, de vérandas pour particuliers Cette sous-classe ne comprend pas : - l'installation de portes automatiques et de tambours (cf. 43.29B) - la pose de ferronnerie décorative (cf. 43.39Z) - la fabrication d'éléments en métal pour la construction (cf. 25.1) Produits associés : 43.32.10p"
43.32C,"",Agencement de lieux de vente,43.32C Agencement de lieux de vente Cette sous-classe comprend : - les travaux d'agencement de magasins et d'installations commerciales diverses Cette sous-classe comprend aussi : - le montage de stands Cette sous-classe ne comprend pas : - l'installation de portes automatiques et de tambours (cf. 43.29B) Produits associés : 43.32.10p
43.33Z,"",Travaux de revêtement des sols et des murs,"43.33Z Travaux de revêtement des sols et des murs Cette sous-classe comprend : - la pose dans des bâtiments ou d'autres projets de construction des éléments suivants : • revêtements muraux ou carrelages en céramique, en béton ou en pierre de taille ; installation de poêles en céramique • parquets et autres revêtements de sols en bois, revêtements muraux en bois • moquettes et revêtements de sols en linoléum, y compris en caoutchouc ou en matières plastiques • revêtements de sols et de murs en granito, en marbre, en granit ou en ardoise • papiers peints Cette sous-classe comprend aussi : - l'installation de faux planchers sur structure métallique pour les installations informatiques Produits associés : 43.33.10, 43.33.21, 43.33.29 121212121212"
43.34Z,"",Travaux de peinture et vitrerie,"43.34Z Travaux de peinture et vitrerie Cette sous-classe comprend : - la peinture intérieure et extérieure des bâtiments - les travaux de peinture sur des ouvrages de génie civil - la pose de vitres, de miroirs, portes en glace, vitrines, etc. Cette sous-classe comprend aussi : - l'application de produits antidérapants sur sol Cette sous-classe ne comprend pas : - l'installation de fenêtres (cf. 43.32A) - l'installation de vérandas et de serres (cf. 43.32A, 43.32B) - le marquage sur les chaussées et les parcs de stationnement (cf. 42.11Z) Produits associés : 43.34.10, 43.34.20"
43.39Z,"",Autres travaux de finition,"43.39Z Autres travaux de finition Cette sous-classe comprend : - le nettoyage de nouveaux bâtiments après leur construction - les travaux de ferronnerie décorative - les autres travaux d'achèvement et de finition des bâtiments n.c.a. - la remise en état des lieux après travaux Cette sous-classe ne comprend pas : - les activités des décorateurs d'intérieur (cf. 74.10Z) - le nettoyage des parties intérieures de bâtiments et d'autres constructions (cf. 81.21Z) - le nettoyage des façades à la vapeur ou au sable (cf. 43.99D) - les activités de nettoyage intérieur et extérieur spécialisé de bâtiments (cf. 81.22Z) Produits associés : 43.39.11, 43.39.19 43.9 AUTRES TRAVAUX DE CONSTRUCTION SPÉCIALISÉS"
43.91A,"",Travaux de charpente,43.91A Travaux de charpente Cette sous-classe comprend : - le montage de charpentes en bois Cette sous-classe ne comprend pas : - les opérations de traitement chimique à façon des charpentes (cf. 16.10B) - le montage de charpentes métalliques (cf. 43.99B) Produits associés : 43.91.11
43.91B,"",Travaux de couverture par éléments,43.91B Travaux de couverture par éléments Cette sous-classe comprend : - la couverture des toits - la mise en place des éléments d'évacuation des eaux de pluie Cette sous-classe ne comprend pas : - les travaux d'étanchéification des toitures-terrasses (cf. 43.99A) Produits associés : 43.91.19
43.99A,"",Travaux d'étanchéification,"43.99A Travaux d'étanchéification Cette sous-classe comprend : - les activités de construction spécialisées qui concernent un aspect commun à différents ouvrages et requièrent des compétences ou du matériel spécialisés : • travaux d'imperméabilisation et d'étanchéité : toitures-terrasses, ouvrages enterrés, façades, piscines • travaux de déshumidification des bâtiments, traitement contre l'humidité Produits associés : 43.99.10"
43.99B,"",Travaux de montage de structures métalliques,"43.99B Travaux de montage de structures métalliques Cette sous-classe comprend : - les activités de construction spécialisées qui concernent un aspect commun à différents ouvrages et requièrent des compétences ou du matériel spécialisés : • montage d'éléments de structures métalliques • cintrage d'ossatures métalliques • montage et démontage d'échafaudages et de plates-formes de travail, à l'exclusion de la location de matériels d'échafaudages et de plates-formes de travail • montage de murs-rideaux Produits associés : 43.99.20, 43.99.50"
43.99C,"",Travaux de maçonnerie générale et gros œuvre de bâtiment,"43.99C Travaux de maçonnerie générale et gros œuvre de bâtiment Cette sous-classe comprend : - les activités de construction spécialisées qui concernent un aspect commun à différents ouvrages et requièrent des compétences ou du matériel spécialisés : • maçonnerie, pavage • maçonnerie et travaux courants de béton armé • réalisation de clôtures en maçonnerie ou en plaques de béton • montage d'armatures destinées aux coffrages en béton • réalisation de raccordements à la voirie et aux réseaux divers (hors travaux de tranchées) • gros œuvre de bâtiment sans responsabilité globale de la construction Cette sous-classe comprend aussi : - le ravalement au mortier Cette sous-classe ne comprend pas : - les entreprises générales de construction ou « tous corps d'état » prenant la responsabilité globale de la construction d'un bâtiment (cf. 41.20A, 41.20B) - la réalisation de fondations (cf. 43.99D) Produits associés : 43.99.30, 43.99.40p, 43.99.60"
43.99D,"",Autres travaux spécialisés de construction,"43.99D Autres travaux spécialisés de construction Cette sous-classe comprend : - les activités de construction spécialisées qui concernent un aspect commun à différents ouvrages et requièrent des compétences ou du matériel spécialisés : • réalisation de fondations de tous types, y compris battage de pieux • réalisation d'ossatures en béton, demandant du fait de leurs dimensions ou du procédé utilisé une technicité particulière • travaux spéciaux de béton • fonçage de puits • construction de cheminées et de fours industriels, revêtement réfractaire de fours • la construction ou le montage de cheminées décoratives • travaux spécialisés qui, pour des raisons d'accès, nécessitent des aptitudes à l'escalade et l'utilisation d'un matériel particulier, c'est-à-dire travail en hauteur sur des structures élevées - la réalisation de coupoles ou de voiles minces en béton - les travaux sous-marins - la construction de piscines extérieures - le nettoyage à la vapeur, le sablage et les activités analogues appliquées aux parties extérieures des bâtiments"
43.99E,"",Location avec opérateur de matériel de construction,"43.99E Location avec opérateur de matériel de construction Cette sous-classe comprend : - la location de grues et d'autres matériels de construction avec opérateur, ne correspondant pas à une activité de construction spécifique Cette sous-classe ne comprend pas : - la location de machines et de matériels de construction sans opérateur (cf. 77.32Z) Produits associés : 43.99.90p"
45.11Z,"",Commerce de voitures et de véhicules automobiles légers,"45.11Z Commerce de voitures et de véhicules automobiles légers Cette sous-classe comprend : - le commerce de gros et de détail de véhicules neufs ou usagés : • véhicules automobiles pour le transport des personnes, y compris les véhicules spéciaux tels qu'ambulances, minibus, etc. ( 3,5 tonnes ou moins) Cette sous-classe comprend aussi : - le commerce de gros et de détail de véhicules automobiles tout terrain, comme les jeeps (3,5 tonnes ou moins) Cette sous-classe ne comprend pas : - le commerce de gros et de détail de pièces et d'accessoires de véhicules automobiles (cf. 45.3) - la location de véhicules avec chauffeur (cf. 49.3) - la location de véhicules sans chauffeur (cf. 77.11) Produits associés : 45.11.11, 45.11.12, 45.11.21, 45.11.22, 45.11.23, 45.11.24,"
45.19Z,"",Commerce d'autres véhicules automobiles,"45.19Z Commerce d'autres véhicules automobiles Cette sous-classe comprend : - le commerce de gros et de détail de véhicules neufs ou usagés : • camions, remorques et semi-remorques • véhicules pour le camping tels que caravanes et autos-caravanes (camping-cars) Cette sous-classe comprend aussi : - le commerce de gros et de détail de véhicules automobiles tout terrain (plus de 3,5 tonnes) Cette sous-classe ne comprend pas : - le commerce de gros et de détail de pièces et d'accessoires de véhicules automobiles (cf. 45.3) - la location de camions avec chauffeur (cf. 49.41C) - la location de camions sans chauffeur (cf. 77.12Z) Produits associés : 45.19.11, 45.19.12, 45.19.21, 45.19.22, 45.19.31, 45.19.39,"
45.20A,"",Entretien et réparation de véhicules automobiles légers,"45.20A E ntretien et réparation de véhicules automobiles légers Les activités relevant de cette sous-classe NAF s'appliquent aux véhicules dont la vente est décrite dans la sous-classe NAF 45.11Z. Cette sous-classe ne comprend pas : - les services de remorquage et d'assistance routière (cf. 52.21Z) Produits associés : 4 5.20.11, 45.20.12, 45.20.13, 45.20.14, 45.20.30p"
